"Timestamp","1. Pays de résidence","2. Tranche d’âge","3. Genre","4. Niveau d’éducation le plus élevé","5.  Profession / Rôle professionnel ","6.  Secteur d’activité ","7. Observez-vous une pollution plastique visible (macroplastiques) dans votre communauté ?","8. Dans quels environnements rencontrez-vous le plus souvent des déchets plastiques ? (Cochez tout ce qui s’applique)","9. Êtes-vous conscient(e) des microplastiques en tant que problème environnemental ou sanitaire ?","10. De votre point de vue, quels écosystèmes sont les plus affectés par la pollution plastique dans votre région ? (Cochez tout ce qui s’applique)","11.  Dans quelle mesure êtes-vous préoccupé(e) par les impacts environnementaux et sanitaires des microplastiques ? ","12. Quel est votre niveau de connaissance sur les causes et les effets de la pollution par les microplastiques ?","13. Quelles sources d’information influencent votre compréhension des microplastiques ? (Cochez tout ce qui s’applique)","14. Pensez-vous que les microplastiques affectent la santé humaine ?","15. Quels effets spécifiques sur la santé avez-vous entendus (le cas échéant) ?","16. Avez-vous vu ou entendu des reportages médiatiques sur les microplastiques ou la pollution plastique au cours des six derniers mois ?","17. Quelles plateformes communiquent le mieux les enjeux environnementaux dans votre pays ? (Classez vos 3 préférées)","18. Quels messages retenez-vous le plus des médias ? (Cochez tout ce qui s’applique)","19. Dans quelle mesure la couverture médiatique a-t-elle influencé votre comportement ou votre préoccupation ?","20. Avez-vous déjà entendu parler du concept d’économie circulaire ?","21. Quelles actions associez-vous à l’économie circulaire ? (Cochez tout ce qui s’applique)","22. Quels secteurs de votre pays travaillent activement à la mise en œuvre de pratiques d’économie circulaire ? (Cochez tout ce qui s’applique)","23. Quels sont les plus grands défis à l’économie circulaire dans votre région ?","24.  Quelles mesures soutenez-vous pour lutter contre la pollution plastique dans votre pays ? (Choisissez jusqu’à 3) ","25.  Quelles actions entreprenez-vous personnellement pour réduire les déchets plastiques ?","26. Qu’est-ce qui vous motiverait (ou motiverait d’autres personnes) à agir davantage ?","27. Quelles actions supplémentaires devraient être entreprises pour lutter contre la pollution par les plastiques et les microplastiques ?","28. Avez-vous d’autres suggestions, recommandations ou expériences que vous souhaiteriez partager ? (Optionnel)"
"2025/08/18 6:04:38 PM GMT+4","Niger","25-34","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Forêts;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG;École / Université;Leaders communautaires;Institutions religieuses","Oui","","Oui","Télévision;Radio;WhatsApp;Facebook;TikTok;Journaux;YouTube;Forums publics;Institutions religieuses","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales;Je ne me souviens d’aucun","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Startups;Communautés locales;Écoles / universités;ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Partenariats public-privé","","Leadership communautaire","",""
"2025/08/18 6:20:01 PM GMT+4","Niger","55-64","Homme","Master ou diplôme supérieur","Professionnel(le) de santé","Secteur public","Fréquemment","Bords de routes;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;École / Université","Oui","Affections respiratoires thoraciques.","Oui","Télévision;Radio;WhatsApp","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Très fortement","Oui","Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Communautés locales;Écoles / universités;ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","","Éducation à la santé","",""
"2025/08/18 6:40:55 PM GMT+4","Niger","25-34","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Étudiant(e)","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Radio;Publications scientifiques;École / Université;Leaders communautaires","Oui","Aucune idée ","Oui","Télévision;Radio;Facebook;TikTok;YouTube","Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Très fortement","Oui","Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Entreprises privées;Communautés locales","Non avancement des idées de recyclage on commence et arrête subitement ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Sensibilisation occasionnel ","Éducation à la santé","Le gouvernement doit agir avec vigueur ","Au Niger beaucoup de personnes ne mesures pas les conséquences des déchets plastiques les gens mangent dans les plastiques et les jettent quelques soit l'endroit. 
Cela est extrêmement dégoûtant 😔😔😔"
"2025/08/18 7:08:53 PM GMT+4","Tchad ","25-34","Homme","Licence (Baccalauréat)","Propriétaire d’entreprise / Entrepreneur","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air","Moyennement","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Réseaux sociaux;Publications scientifiques","Oui","","Oui","WhatsApp;Journaux","","Modérément","","Réutilisation et réparation des produits;Compostage et matériaux biodégradables","Startups","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Application stricte des lois sur les déchets","","Incitations financières","",""
"2025/08/18 8:21:50 PM GMT+4","Niger","25-34","Homme","Master ou diplôme supérieur","Étudiant(e)","Academic/Research","Occasionnellement","Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Forêts;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;École / Université","Oui","Problème respiratoire ","Non","Télévision;Radio;Facebook;Journaux","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets","Entreprises privées;Startups;Communautés locales;Écoles / universités","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation","","Meilleures infrastructures de gestion des déchets","",""
"2025/08/18 8:25:30 PM GMT+4","Côte d'Ivoire","45-54","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;Publications scientifiques","Oui","Contamination des espèces marines ","Oui","Télévision;Journaux","Menaces pour la vie marine","Modérément","Oui","Réutilisation et réparation des produits;Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Entreprises privées;Écoles / universités","Manque d'accompagnement du gouvernement ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Application stricte des lois sur les déchets","Sensibilisation ","Incitations financières","Sensibilisation des populations ","Rien à signaler "
"2025/08/18 8:30:18 PM GMT+4","Niger","35-44","Homme","Master ou diplôme supérieur","","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;École / Université;Leaders communautaires;Institutions religieuses","Oui","","Oui","Télévision;Radio;WhatsApp;YouTube;Forums publics;Institutions religieuses","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Non","Aucune","Je ne sais pas","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","","Éducation à la santé","",""
"2025/08/18 8:34:11 PM GMT+4","Niger","45-54","Homme","Master ou diplôme supérieur","Professionnel de l' Éducation ","Secteur public","Occasionnellement","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air;Maison, lieu de travail, établissement etc","Oui","Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG;École / Université","Oui","L' intoxication, la prolifération du gaz carbonique ","Non","Télévision;Radio;Facebook;Journaux","Menaces pour la vie marine;Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux","Modérément","Non","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Écoles / universités;ONG","Lutte contre la pollution en milieu rural et urbain","Interdiction des plastiques à usage unique;Campagnes nationales de sensibilisation;Application stricte des lois sur les déchets","Évitons l' emballage à plastique quelques soient la circonstance.","Éducation à la santé","Avertissement, blâme, radiation ","L' État doit mettre beaucoup de rigueur au niveau des frontières afin d'empêcher "
"2025/08/18 8:34:58 PM GMT+4","Niger","25-34","Femme","Formation professionnelle/technique","Employé(e) du gouvernement","Secteur public","Fréquemment","Bords de routes","Oui","Écosystèmes d’eau douce;Forêts;Zones urbaines","Je ne sais pas assez pour répondre","Pas informé(e)","Radio;Réseaux sociaux","Non","","Non","Télévision;Radio;Facebook","Microplastiques dans l’eau potable;Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Pas du tout","Non","Réutilisation et réparation des produits;Recyclage industriel;Incitations gouvernementales pour les recycleurs","ONG","","Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Je range toujours mes déchets ","Éducation à la santé","Pas d’idée ","Non"
"2025/08/18 9:03:27 PM GMT+4","Niger","45-54","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Secteur public","Fréquemment","Bords de routes;Décharges urbaines","Oui","Terres agricoles;Zones urbaines","Modérément préoccupé(e)","J’en ai entendu parler mais je ne suis pas sûr(e)","Institutions religieuses","Oui","Cancer ","Oui","WhatsApp","Contamination de la chaîne alimentaire","Très fortement","Oui","Réutilisation et réparation des produits;Refonte des emballages","Gouvernement;ONG","Mentalités des citoyens ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets","Salubrité, sensibilisation ","Éducation à la santé","Incitation financiere","Sanctions, sensibilisation "
"2025/08/18 9:43:15 PM GMT+4","Bénin ","35-44","Homme","Master ou diplôme supérieur","Chercheur(e) / Universitaire","Academic/Research","Fréquemment","Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG;École / Université;Leaders communautaires;Institutions religieuses","Oui","Les fumées des plastiques brûlées peuvent provoquer des troubles respiratoires et des maladies cancéreuses ","Non","Télévision;Radio;Forums publics","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Très fortement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel","ONG","Recyclage des emballages d'eau minérale et autre boissons ","Interdiction des plastiques à usage unique;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Gestion des déchets communautaire","Sensibilisation sur les risques liés aux déchets plastiques ","Meilleures infrastructures de gestion des déchets","Entreprise de collecte des déchets ménagers et Dispositifs de tri des déchets dans les ménages ",""
"2025/08/18 9:52:49 PM GMT+4","Niger","45-54","Homme","Master ou diplôme supérieur","Étudiant(e)","Étudiant(e)","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;École / Université","Oui","Mort par intoxication ","Pas sûr(e)","Télévision;Radio;Journaux","Menaces pour la vie marine;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Non","Refonte des emballages;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Écoles / universités;ONG","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Gestion des déchets communautaire","","Éducation à la santé","",""
"2025/08/19 8:07:14 AM GMT+4","Niger","35-44","Homme","Master ou diplôme supérieur","Logisticien ","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Forêts;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;Publications scientifiques;ONG","Oui","","Oui","Télévision;Forums publics","Dégâts climatiques et environnementaux;Appels à l’action/nettoyages","Très fortement","Oui","Recyclage industriel;Surcyclage des déchets","Entreprises privées;ONG","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Partenariats public-privé;Gestion des déchets communautaire","","Éducation à la santé","",""
